 ,number,MoraActual,Colocado actual,Sucursal,FechaPrimerCompra,FechaUltimaCompra,Recencia,ComprasUltimoMes,ComprasPromedio6meses,ColocadoPromedio6meses,RentabilidadPromedioVale,RentabilidadPromedioMes,UsoLinea,LimiteCredito,LimiteContractual,Estatus,Nivel,R,F,M,Código RFM,Accion requerida
10610,9896,0,175866,Patzcuaro,2023-10-20,2025-09-02,2,13,15,"$203,165",$124,"$1,882",0.7175083333,"$240,000","$400,000",Autorizado,Platino,4,2,2,422,🎟️​ Crecer frecuencia
10613,9899,0,19160.22,Saltillo,2023-10-21,2025-07-09,57,0,3,"$20,968",$183,$489,0.4353846154,"$32,500","$100,000",Bloqueado (Automatico),Bronce,1,1,1,111,🫨 Reactivación
10615,9901,0,65142,Celaya,2023-10-20,2025-08-13,22,3,4,"$62,255",$672,"$2,578",84.05%,"$77,500","$100,000",Autorizado,Plata,3,1,2,312,🥶Enfriándose
10616,9902,0,39024.74,Cd Cuauhtemoc,2023-10-20,2025-08-31,4,1,3,"$29,984",$492,"$1,721",0.625412844,"$54,500","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10618,9904,0,40580.39,Francisco I Madero,2023-10-26,2025-09-03,1,4,3,"$34,109",-$41,-$129,0.949097561,"$41,000","$100,000",Autorizado,Bronce,5,2,2,522,🎟️​ Crecer frecuencia
10619,9905,0,187918.37,Navolato,2023-10-21,2025-09-02,2,12,13,"$164,725",$114,"$1,468",0.9995703684,"$190,000","$400,000",Bloqueado (Automatico),Platino,4,2,3,423,🏆 Candidata a Incremento
10620,9906,0,6000,Durango,2023-10-26,2025-07-22,44,0,2,"$6,000",-$322,-$644,0.15,"$40,000","$100,000",Autorizado,Inicial,2,1,1,211,🚨Impedir Abandono
10622,9908,0,28684,Celaya,2023-10-31,2025-07-18,48,0,3,"$34,120",$219,$710,0.4103738318,"$53,500","$100,000",Autorizado,Bronce,1,1,2,112,🫨 Reactivación
10623,9909,0,73928,Patzcuaro,2023-10-23,2025-09-02,2,7,6,"$61,152",$262,"$1,527",72.74%,"$108,500","$250,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10624,9910,0,152879,Eldorado,2023-10-24,2025-08-19,16,4,7,"$162,009",$361,"$2,405",0.7904909836,"$183,000","$400,000",Bloqueado (Automatico),Platino,3,1,2,312,🥶Enfriándose
10625,9911,0,68027,Orizaba,2023-10-20,2025-09-03,1,6,4,"$55,966",$246,"$1,109",94.18%,"$68,500","$100,000",Autorizado,Plata,5,2,2,522,🎟️​ Crecer frecuencia
10626,9912,0,1197.86,Coatzacoalcos,2023-10-21,2025-05-22,105,0,3,"$12,635",$93,$280,0.059893,"$20,000","$100,000",Bloqueado,Inicial,1,1,1,111,🧊 Hibernando
10627,9913,0,30530.2,Orizaba,2023-10-23,2025-09-02,2,8,7,"$32,978",-$15,-$108,0.5626727273,"$55,000","$160,000",Autorizado,Bronce,4,3,2,432,📈​ Crecer Monto
10629,9915,0,75875.59,Coatzacoalcos,2023-10-25,2025-09-02,2,7,5,"$60,444",$151,$681,77.06%,"$91,000","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
9546,8832,138,43468.9,Puerto Vallarta,2023-06-29,2025-03-20,168,0,4,"$45,634",$311,"$1,244",0.7305697479,"$59,500","$100,000",Bloqueado (Automatico),Bronce,1,1,3,113,🧊 Hibernando
10630,9916,0,63798,Parras,2023-10-21,2025-09-04,0,9,4,"$50,751",$511,"$2,046",84.05%,"$67,500","$100,000",Autorizado,Plata,5,2,2,522,🎟️​ Crecer frecuencia
10631,9917,0,84150.19,Gomez Palacio,2023-10-21,2025-08-30,5,9,6,"$75,040",$111,$683,79.75%,"$89,500","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10632,9918,0,54814,Orizaba,2023-10-21,2025-08-06,29,2,4,"$58,010",$338,"$1,239",51.99%,"$86,000","$100,000",Bloqueado,Plata,3,1,2,312,🥶Enfriándose
10634,9920,0,14987,Torreon,2023-10-31,2025-08-07,28,1,2,"$17,508",$120,$181,0.1835,"$70,000","$400,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
10636,9922,0,50869.17,Uruapan,2023-10-25,2025-08-19,16,4,2,"$45,238",$439,$988,0.76895,"$60,000","$400,000",Autorizado,Bronce,3,2,3,323,🥶Enfriándose
10637,9923,0,90747.94,Minatitlan,2023-10-24,2025-08-20,15,7,5,"$71,259",$368,"$1,780",83.32%,"$91,000","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10638,9924,0,90193,Monclova,2023-10-23,2025-09-01,3,10,6,"$76,156",$520,"$3,033",99.18%,"$98,500","$100,000",Autorizado,Plata,4,3,3,433,🏆 Candidata a Incremento
10639,9925,0,168708,Eldorado,2023-10-28,2025-08-25,10,10,10,"$150,993",$135,"$1,329",0.6462818182,"$220,000","$400,000",Autorizado,Platino,4,2,2,422,🎟️​ Crecer frecuencia
10640,9926,0,185757,San Pedro de las Colonias,2023-10-24,2025-09-03,1,16,12,"$157,310",$200,"$2,470",0.9152736842,"$190,000","$400,000",Autorizado,Platino,5,3,3,533,📈​ Crecer Monto
10641,9927,0,59158.41,Camargo,2023-10-26,2025-09-01,3,1,3,"$61,622",$813,"$2,574",86.38%,"$74,000","$100,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
10643,9929,0,85272.19,Delicias,2023-10-24,2025-08-22,13,9,7,"$80,331",$373,"$2,521",69.89%,"$110,000","$400,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10644,9930,0,77124.77,Camargo,2023-10-26,2025-08-31,4,4,4,"$73,872",$851,"$3,403",78.34%,"$86,500","$100,000",Autorizado,Plata,4,1,3,413,🎟️​ Crecer frecuencia
10646,9932,0,46544,Orizaba,2023-10-24,2025-09-02,2,3,4,"$39,227",$163,$706,0.9462545455,"$55,000","$100,000",Autorizado,Bronce,4,1,3,413,🎟️​ Crecer frecuencia
10647,9933,0,104150.08,Los Mochis,2023-10-27,2025-08-28,7,11,6,"$70,293",$145,$821,85.80%,"$107,000","$250,000",Autorizado,Plata,4,3,4,434,🎟️​ Crecer frecuencia
10650,9936,0,134928,Navojoa,2023-10-28,2025-09-02,2,6,7,"$102,716",$337,"$2,191",0.7687125,"$160,000","$400,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
10651,9937,0,43293.01,Orizaba,2023-10-25,2025-08-31,4,3,3,"$51,596",$213,$567,36.58%,"$100,000","$400,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
10652,9938,0,95171,Cd Cuauhtemoc,2023-10-26,2025-09-02,2,6,7,"$72,666",$389,"$2,661",98.14%,"$95,500","$100,000",Autorizado,Plata,4,2,3,423,🏆 Candidata a Incremento
10653,9939,0,18915,Villahermosa,2023-10-26,2025-07-11,55,0,2,"$20,075",$513,"$1,027",0.3937,"$40,000","$100,000",Autorizado,Bronce,1,1,1,111,🫨 Reactivación
10654,9940,0,4356,Uruapan,2023-10-30,2025-06-04,92,0,1,"$5,498",$635,$635,0.13712,"$25,000","$100,000",Autorizado,Inicial,1,1,1,111,🧊 Hibernando
10655,9941,0,69857,Tepic,2023-10-26,2025-08-20,15,4,4,"$53,941",$405,"$1,619",80.94%,"$74,000","$100,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
10657,9943,0,79224,Tepic,2023-10-25,2025-08-23,12,5,5,"$73,104",$275,"$1,464",51.48%,"$129,500","$250,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10658,9944,0,20698,Huatabampo,2023-11-07,2025-09-01,3,2,2,"$20,238",$548,$914,0.6484137931,"$29,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10659,9945,0,27499.47,Guasave,2023-10-25,2025-08-16,19,2,1,"$17,647",$429,$643,0.8395666667,"$30,000","$400,000",Autorizado,Inicial,3,1,4,314,🥶Enfriándose
10660,9946,0,259094.47,Cd Cuauhtemoc,2023-10-25,2025-09-03,1,23,14,"$218,087",$254,"$3,512",0.9824538462,"$260,000","$400,000",Autorizado,Platino,5,4,4,544,🏆 Candidata a Incremento
10662,9948,0,58969,Los Mochis,2023-10-27,2025-08-20,15,4,4,"$45,412",$129,$451,0.6552111111,"$90,000","$400,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
10663,9949,0,170468.86,Costa Rica,2023-10-26,2025-08-29,6,6,9,"$174,905",$238,"$2,257",0.73146,"$200,000","$400,000",Autorizado,Platino,4,1,2,412,🎟️​ Crecer frecuencia
10664,9950,0,62673,Cabo San Lucas,2023-10-26,2025-09-02,2,3,4,"$59,803",$662,"$2,426",84.78%,"$81,000","$100,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
10667,9953,0,37377,Gomez Palacio,2023-10-27,2025-08-18,17,2,3,"$30,723",$174,$521,0.5107118644,"$59,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
10669,9955,0,34849.97,Villahermosa,2023-11-09,2025-08-14,21,1,3,"$39,150",$238,$633,0.574,"$50,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
10670,9956,0,27663,Orizaba,2023-10-26,2025-09-02,2,1,2,"$25,313",$595,"$1,338",0.773862069,"$43,500","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10671,9957,0,82470,Patzcuaro,2023-11-13,2025-09-03,1,8,8,"$77,065",$177,"$1,357",99.75%,"$99,500","$100,000",Autorizado,Plata,5,2,3,523,🏆 Candidata a Incremento
10672,9958,0,70943,Durango,2023-10-30,2025-08-26,9,8,5,"$59,364",$353,"$1,706",79.89%,"$77,000","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
9725,9011,92,25361.41,Saltillo,2023-07-18,2025-05-02,125,0,3,"$32,494",-$244,-$731,0.6854435135,"$37,000","$100,000",Bloqueado (Automatico),Bronce,1,1,2,112,🧊 Hibernando
10673,9959,0,254355.08,Cd Obregon,2023-10-27,2025-09-03,1,21,15,"$220,880",$97,"$1,457",0.9001851852,"$270,000","$400,000",Autorizado,Platino,5,3,4,534,🔥 Mantener Racha
10674,9960,0,215773,Guamuchil,2023-10-30,2025-09-01,3,9,10,"$160,235",$265,"$2,698",0.8875956522,"$230,000","$400,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
10675,9961,0,241910,Cd Cuauhtemoc,2023-10-26,2025-09-02,2,17,12,"$220,575",$349,"$4,136",0.7940068966,"$290,000","$400,000",Autorizado,Platino,4,3,4,434,🎟️​ Crecer frecuencia
10677,9963,0,107637,Minatitlan,2023-10-28,2025-09-02,2,16,10,"$74,727",-$127,"-$1,271",93.63%,"$123,500","$250,000",Autorizado,Plata,4,4,4,444,🔥 Mantener Racha
10678,9964,0,16250,Irapuato,2023-10-27,2025-08-17,18,1,1,"$24,639","$1,158","$1,447",0.3241162791,"$43,000","$100,000",Autorizado,Bronce,3,1,1,311,🥶Enfriándose
10679,9965,0,34680,Macuspana,2023-10-27,2025-09-01,3,3,2,"$29,030",$229,$572,0.858075,"$40,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10680,9966,0,19844.87,Minatitlan,2023-10-28,2025-08-19,16,3,2,"$19,469",$318,$795,0.4315,"$40,000","$160,000",Autorizado,Inicial,3,2,3,323,🥶Enfriándose
10681,9967,0,65917,Celaya,2023-10-31,2025-08-30,5,7,5,"$49,718",$201,"$1,041",0.8326323529,"$68,000","$100,000",Autorizado,Bronce,4,3,4,434,🎟️​ Crecer frecuencia
10682,9968,0,151676,Celaya,2023-10-27,2025-09-03,1,11,7,"$109,129",$582,"$3,883",0.8525284091,"$176,000","$250,000",Autorizado,Oro,5,2,4,524,🔥 Mantener Racha
10684,9970,0,18645.63,Uruapan,2023-10-29,2025-06-04,92,0,2,"$30,597",$732,"$1,282",0.4456501235,"$40,500","$100,000",Bloqueado (Automatico),Bronce,1,1,1,111,🧊 Hibernando
10685,9971,0,63397.53,Matamoros,2023-10-31,2025-08-23,12,5,5,"$51,055",$84,$407,82.37%,"$63,500","$100,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
10686,9972,0,62388,Uruapan,2023-10-31,2025-08-21,14,5,4,"$46,089",$562,"$1,968",0.869568,"$62,500","$100,000",Autorizado,Bronce,4,2,4,424,🔥 Mantener Racha
9770,9056,77,41639.41,Navojoa,2023-07-28,2025-05-23,104,0,4,"$44,936",$311,"$1,243",0.7117847863,"$58,500","$100,000",Bloqueado (Automatico),Bronce,1,1,3,113,🧊 Hibernando
10687,9973,0,139021.48,Cardenas,2023-10-28,2025-09-02,2,10,8,"$124,081",$133,"$1,112",0.8256,"$165,000","$400,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
10689,9975,0,63716,Puerto Vallarta,2023-10-30,2025-08-18,17,5,4,"$50,213",$110,$423,76.17%,"$67,000","$100,000",Autorizado,Plata,3,2,2,322,🥶Enfriándose
10690,9976,0,18914.66,Francisco I Madero,2023-10-31,2025-07-21,45,0,2,"$17,074",$149,$248,0.2733,"$60,000","$400,000",Autorizado,Inicial,2,1,3,213,🚨Impedir Abandono
10693,9979,0,54383,Minatitlan,2023-10-31,2025-08-17,18,4,4,"$44,885",$75,$312,0.6583065693,"$68,500","$100,000",Autorizado,Bronce,3,2,3,323,🥶Enfriándose
10695,9981,16,20604.31,Uruapan,2023-10-31,2025-06-23,73,0,4,"$37,258",$44,$199,0.4431034409,"$46,500","$100,000",Bloqueado (Automatico),Bronce,1,1,1,111,🫨 Reactivación
10697,9983,0,18611,Orizaba,2023-10-31,2025-08-17,18,2,1,"$12,262",$408,$571,0.41685,"$40,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
10699,9985,0,82994.52,Costa Rica,2023-10-31,2025-08-31,4,8,5,"$61,644",$190,$912,64.13%,"$110,000","$400,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10700,9986,0,83591.95,Puerto Vallarta,2023-10-31,2025-09-02,2,6,6,"$74,874",$78,$497,71.96%,"$108,000","$250,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10701,9987,0,218984,Gomez Palacio,2023-10-30,2025-09-01,3,25,17,"$186,164",$70,"$1,195",0.9999288889,"$225,000","$400,000",Autorizado,Platino,4,4,3,443,🏆 Candidata a Incremento
10702,9988,0,15000,Culiacan,2023-10-30,2025-07-10,56,0,3,"$14,204",$303,$758,0.26,"$50,000","$400,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
10704,9990,0,5000,Cd Cuauhtemoc,2023-10-31,2025-04-29,128,0,2,"$8,417",$635,"$1,270",0.1,"$40,000","$100,000",Autorizado,Inicial,1,1,1,111,🧊 Hibernando
10705,9991,0,183399,Cardenas,2023-10-31,2025-09-02,2,12,12,"$144,755",$126,"$1,497",0.9995073171,"$205,000","$400,000",Autorizado,Oro,4,2,5,425,🏆 Candidata a Incremento
10707,9993,0,184594,Durango,2023-10-31,2025-08-26,9,15,10,"$155,269",$212,"$2,049",0.8789135135,"$185,000","$400,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
10708,9994,0,25100,Macuspana,2023-10-31,2025-08-26,9,2,3,"$27,416",$57,$160,0.3111538462,"$65,000","$400,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10712,9998,0,56941,Coatzacoalcos,2023-10-31,2025-09-01,3,6,5,"$53,867",$129,$645,79.22%,"$84,500","$100,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
10713,9999,0,129842.49,Coatzacoalcos,2023-10-31,2025-09-02,2,12,9,"$106,237",-$64,-$604,0.9961615385,"$130,000","$250,000",Autorizado,Oro,4,2,3,423,🏆 Candidata a Incremento
10714,10000,0,183812,San Pedro de las Colonias,2023-10-31,2025-09-03,1,9,10,"$160,708",$291,"$2,865",0.8912052632,"$190,000","$400,000",Autorizado,Platino,5,2,3,523,🎟️​ Crecer frecuencia
10717,10003,0,41070,Uruapan,2023-10-31,2025-08-15,20,4,3,"$35,414",$168,$436,0.69954,"$50,000","$400,000",Autorizado,Bronce,3,2,2,322,🥶Enfriándose
10718,10004,0,74491,Durango,2023-10-31,2025-09-03,1,8,5,"$60,592",$332,"$1,828",98.45%,"$74,500","$100,000",Autorizado,Plata,5,2,3,523,🏆 Candidata a Incremento
10720,10006,0,254189,Villahermosa,2023-10-31,2025-09-03,1,28,15,"$188,727",$181,"$2,773",0.9870235294,"$255,000","$400,000",Autorizado,Platino,5,4,4,544,🏆 Candidata a Incremento
10721,10007,0,91153.37,Coatzacoalcos,2023-10-31,2025-09-02,2,6,6,"$84,495",$299,"$1,793",93.50%,"$100,000","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10723,10009,0,227927,Tepic,2023-10-31,2025-09-02,2,23,16,"$193,352",$123,"$2,037",0.984508,"$250,000","$400,000",Autorizado,Platino,4,4,3,443,🏆 Candidata a Incremento
10725,10011,0,21039,Uruapan,2023-10-31,2025-08-23,12,2,2,"$16,273",$604,"$1,057",0.9785581395,"$21,500","$100,000",Bloqueado (Automatico),Inicial,4,1,3,413,🏆 Candidata a Incremento
10726,10012,0,47272,Minatitlan,2023-10-31,2025-09-04,0,5,3,"$37,973",$263,$878,0.8283789474,"$47,500","$100,000",Autorizado,Bronce,5,2,3,523,🎟️​ Crecer frecuencia
10727,10013,0,94796,Parras,2023-10-31,2025-09-01,3,6,6,"$80,306",$256,"$1,577",83.94%,"$100,000","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10729,10015,0,74933,Cardenas,2023-10-31,2025-08-07,28,1,3,"$51,543",$130,$456,68.12%,"$110,000","$400,000",Autorizado,Plata,3,1,3,313,🥶Enfriándose
10730,10016,0,38700,Cardenas,2023-10-31,2025-09-03,1,1,3,"$45,144",$320,$907,0.7007194245,"$69,500","$130,000",Autorizado,Bronce,5,1,2,512,🎟️​ Crecer frecuencia
10731,10017,0,15091,Irapuato,2023-11-03,2025-08-01,34,1,2,"$14,235",$572,"$1,030",0.75455,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
10734,10020,0,46150,Minatitlan,2023-10-31,2025-08-27,8,5,3,"$37,358",$10,$33,0.923,"$50,000","$100,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
10738,10024,0,248988.4,Camargo,2023-10-31,2025-08-30,5,13,11,"$223,754",$381,"$4,384",0.737465625,"$320,000","$400,000",Autorizado,Platino,4,2,4,424,🔥 Mantener Racha
10739,10025,0,129677.78,Irapuato,2023-11-01,2025-09-03,1,12,9,"$123,360",$237,"$2,214",0.9702871538,"$130,000","$400,000",Bloqueado (Automatico),Oro,5,2,3,523,🏆 Candidata a Incremento
10740,10026,0,66557,Celaya,2023-11-02,2025-09-03,1,4,5,"$75,426",$210,$982,73.26%,"$140,000","$400,000",Autorizado,Plata,5,1,2,512,🎟️​ Crecer frecuencia
10742,10028,0,75308,Monclova,2023-11-01,2025-08-24,11,7,7,"$58,509",-$62,-$411,74.06%,"$80,500","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10743,10029,0,213009.71,La Paz,2023-11-01,2025-09-02,2,15,17,"$179,338",$45,$758,0.6898923077,"$260,000","$400,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
10744,10030,0,83367.73,Monclova,2023-11-02,2025-09-03,1,6,4,"$68,613",$537,"$2,415",84.00%,"$93,500","$100,000",Autorizado,Plata,5,2,3,523,🎟️​ Crecer frecuencia
10745,10031,0,53355,Gomez Palacio,2023-11-02,2025-08-30,5,4,3,"$43,081",$397,"$1,322",0.8485233645,"$53,500","$100,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
10747,10033,0,250025.01,Villahermosa,2023-11-05,2025-09-03,1,24,23,"$228,087",$21,$487,0.8122509091,"$275,000","$400,000",Autorizado,Platino,5,4,4,544,🔥 Mantener Racha
10748,10034,0,54634,Saltillo,2023-11-04,2025-08-20,15,5,4,"$42,725",$305,"$1,169",0.8302727273,"$55,000","$100,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
10751,10037,0,61084,Parras,2023-11-04,2025-08-28,7,5,4,"$48,537",$276,"$1,149",0.8439186992,"$61,500","$100,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
10022,9308,47,32327.8,Puerto Vallarta,2023-08-21,2025-07-04,62,0,3,"$24,981",-$183,-$640,0.979630303,"$33,000","$100,000",Bloqueado,Bronce,1,1,2,112,🏆 Candidata a Incremento
10754,10040,0,47259.08,Gomez Palacio,2023-11-27,2025-08-31,4,8,4,"$38,847",$414,"$1,759",0.68415,"$60,000","$100,000",Autorizado,Bronce,4,3,3,433,📈​ Crecer Monto
10758,10044,0,95818,Minatitlan,2023-11-07,2025-09-02,2,10,6,"$77,901",$232,"$1,352",78.32%,"$130,000","$250,000",Autorizado,Plata,4,3,3,433,📈​ Crecer Monto
10767,10053,0,60167,Monclova,2023-11-07,2025-09-03,1,5,5,"$51,530",$264,"$1,233",94.92%,"$75,500","$100,000",Autorizado,Plata,5,2,2,522,🎟️​ Crecer frecuencia
10769,10055,0,55486,Gomez Palacio,2023-11-18,2025-09-02,2,6,3,"$46,297",$186,$588,0.7322133333,"$75,000","$400,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
10770,10056,0,7250,Torreon,2023-11-22,2025-08-27,8,1,2,"$13,697",$180,$361,0.2358490566,"$26,500","$100,000",Autorizado,Inicial,4,1,1,411,🎟️​ Crecer frecuencia
10772,10058,0,347314.79,La Paz,2023-11-08,2025-09-03,1,34,18,"$266,673",$273,"$4,873",96.84%,"$350,000","$400,000",Autorizado,Titanio,5,4,2,542,📈​ Crecer Monto
10774,10060,0,90764.24,Mazatlan,2023-11-08,2025-09-03,1,8,8,"$90,150",$80,$626,91.55%,"$100,000","$100,000",Autorizado,Plata,5,2,3,523,🎟️​ Crecer frecuencia
10071,9357,47,50670.13,Villahermosa,2023-08-24,2025-07-13,53,0,4,"$46,146",$223,$846,0.9560401887,"$53,000","$100,000",Bloqueado (Automatico),Bronce,1,1,3,113,🏆 Candidata a Incremento
10775,10061,0,185127.32,San Jose del Cabo,2023-11-09,2025-09-03,1,16,12,"$132,675",$273,"$3,135",0.9299102902,"$189,500","$250,000",Autorizado,Oro,5,3,5,535,🔥 Mantener Racha
10776,10062,0,63025,Torreon,2023-11-08,2025-08-30,5,3,4,"$56,090",$110,$402,47.15%,"$115,000","$400,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
10787,10064,0,115671,Delicias,2023-11-09,2025-09-03,1,6,6,"$97,147",$404,"$2,425",70.19%,"$165,000","$400,000",Autorizado,Plata,5,2,4,524,🔥 Mantener Racha
10788,10065,0,30530,Puerto Vallarta,2023-11-12,2025-09-01,3,3,2,"$25,620",$133,$288,0.7672987013,"$38,500","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10798,10067,0,39246,Irapuato,2023-11-10,2025-08-19,16,4,2,"$39,571",$792,"$1,742",0.4204814815,"$81,000","$100,000",Autorizado,Bronce,3,2,2,322,🥶Enfriándose
10088,9374,62,30358.56,Durango,2023-08-28,2025-06-07,89,0,4,"$35,626",-$14,-$55,0.7060130233,"$43,000","$100,000",Bloqueado (Automatico),Bronce,1,1,2,112,🫨 Reactivación
10799,10068,0,21096.55,Patzcuaro,2023-11-10,2025-08-22,13,2,3,"$38,616",$676,"$2,028",0.2843181818,"$66,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10804,10070,0,91407,Macuspana,2023-11-09,2025-09-03,1,9,8,"$78,598",$47,$356,98.55%,"$110,000","$400,000",Autorizado,Plata,5,2,3,523,🏆 Candidata a Incremento
10815,10071,0,20096.67,Saltillo,2023-11-29,2025-08-21,14,4,2,"$15,832",$358,$716,0.74392,"$25,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
10824,10072,0,30750,Culiacan,2023-11-15,2025-08-18,17,4,2,"$21,077",-$54,-$129,0.793,"$31,000","$100,000",Autorizado,Bronce,3,2,2,322,🥶Enfriándose
10825,10073,0,97839.64,Gomez Palacio,2023-11-12,2025-09-02,2,11,8,"$77,117",$153,"$1,224",82.08%,"$130,000","$250,000",Autorizado,Plata,4,3,3,433,📈​ Crecer Monto
10827,10074,0,48698,Mazatlan,2023-11-13,2025-08-19,16,5,4,"$35,838",$218,$801,0.7490892857,"$56,000","$100,000",Autorizado,Bronce,3,2,3,323,🥶Enfriándose
10834,10076,0,27326,Queretaro,2023-11-12,2025-08-31,4,6,4,"$20,327",-$116,-$445,0.9108666667,"$30,000","$100,000",Autorizado,Bronce,4,2,2,422,🎟️​ Crecer frecuencia
10840,10077,0,63850,Parras,2023-11-14,2025-08-26,9,5,4,"$50,135",$345,"$1,380",64.18%,"$85,500","$100,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
10841,10078,0,127039.88,Guasave,2023-11-14,2025-09-03,1,10,8,"$100,959",$299,"$2,291",0.9999846154,"$130,000","$400,000",Autorizado,Oro,5,2,3,523,🏆 Candidata a Incremento
10844,10081,0,56540,Mazatlan,2023-11-13,2025-08-26,9,3,3,"$59,967",$514,"$1,714",54.69%,"$87,000","$100,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
10845,10082,0,151403,Los Mochis,2023-11-15,2025-09-01,3,13,11,"$117,241",$177,"$2,007",0.84955,"$160,000","$250,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
10846,10083,0,17000,Monclova,2023-11-14,2025-08-18,17,2,1,"$15,680",-$140,-$196,0.6375,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
10847,10084,0,89866,Cd Obregon,2023-11-13,2025-08-21,14,2,7,"$78,261",$80,$561,71.35%,"$110,000","$400,000",Autorizado,Plata,4,1,3,413,🎟️​ Crecer frecuencia
10848,10085,0,156297.33,San Jose del Cabo,2023-11-14,2025-09-01,3,16,13,"$144,468",$41,$525,0.6600686016,"$189,500","$250,000",Autorizado,Oro,4,3,4,434,🎟️​ Crecer frecuencia
10849,10086,0,43499,Gomez Palacio,2023-11-23,2025-09-01,3,5,4,"$39,598",$645,"$2,417",0.7364186047,"$64,500","$100,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
10850,10087,0,78597,Cd Cuauhtemoc,2023-11-13,2025-09-01,3,7,4,"$67,789",$492,"$2,213",83.40%,"$86,500","$100,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10851,10088,0,55138.68,Orizaba,2023-11-14,2025-08-22,13,7,4,"$47,101",$227,$833,0.7711900826,"$60,500","$100,000",Autorizado,Bronce,4,3,3,433,📈​ Crecer Monto
10852,10089,0,101353,Matamoros,2023-11-17,2025-09-02,2,6,4,"$57,891",$241,$964,82.50%,"$115,000","$400,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
10854,10091,0,19599,Macuspana,2023-11-14,2025-08-29,6,3,3,"$12,835",-$190,-$569,0.97995,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🏆 Candidata a Incremento
10855,10092,0,18724,Puerto Vallarta,2023-11-15,2025-08-21,14,2,2,"$15,037",$364,$546,0.3984,"$40,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
